source,affiliation,publish,year_of_publish,form_of_publish,one-two-sided,personas,comments,e-source,n-letters,target,year,source_wkid,target_wkid
"Соханская, Надежда Степановна (Кохановская)",писательница,"Гражданин, 1884, № 8, 19 февр., с. 7.",1884,письмо,односторонняя,ред. «Гражданина». (1). 31 янв. 1884.,"","",1,ред. «Гражданина» ,1884,Q4430133,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Багалей Д. И. Материалы для биографии южно-русских научно-литературных деятелей XIX века. I. Письма к Г. П. Данилевскому. Киев, 1903, с. 32—45.",1903,переписка,односторонняя,Г. П. Данилевскому. (7). 1854—1857.,"","",7,Данилевский Г. П.,1854|1857,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Данилевский М. Г. Г. П. Данилевский по личным его письмам и литературной переписке. Харьков, 1893, с. 65—68.",1893,письмо,односторонняя,Г. П. Данилевскому. (1). Б. д.,"","",1,Данилевский Г. П.,,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Письма к А. В. Дружинину. (1850— 1863). М., 1948, с. 289—294. (Летописи Гослитмузея, № 9).",1948,переписка,односторонняя,А. В. Дружинину. (3). 1857—1859.,"","",3,Дружинин А. В.,1857|1859,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Рус. архив, 1885, № 4, с. 631—637.",1885,письмо,односторонняя,Неизвестной. (1). 3 ноября 1851.,"","",1,Неизвестная ,1851,Q4430133,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Рус. обозр., 1897, №№ 1—3",1897,переписка,односторонняя,П. А. Плетневу. (12). 1847—1848.,"","",12,Плетнёв П. А.,1847|1848,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Рус. обозр., 1897, № 3, с. 160—165.",1897,письмо,односторонняя,С. А. Рачинскому. (1). 9 апр. 1860.,"","",1,Рачинский С. А.,1860,Q4430133,
"Спада, Антоний Франциск",писатель и педагог,"Рус. ст., 1896, №№ 1—4, 10.",1896,переписка,односторонняя,В. Г. Теплякову. (6). 1831—1837.,"","",6,Тепляков В. Г.,1831|1837,,
"Спасский, Григорий Иванович","историк, исследователь Сибири, член-корреспондент Петербургской академии наук","Переписка А. Х. Востокова в повременном порядке. Комм. И. Срезневского. Пб., 1873, XL, 509 с.",1873,переписка,односторонняя,А. Х. Востокову. (2). 1845—1846.,"","",2,Востоков А. Х.,1845|1846,,
"Срезневский, Измаил Иванович","филолог-славист, этнограф, палеограф","Переписка А. Х. Востокова в повременном порядке. Комм. И. Срезневского. Пб., 1873, XL, 509 с.",1873,переписка,односторонняя,А. Х. Востокову. (2). 1839—1843.,"","",2,Востоков А. Х.,1839|1843,,
"Станкевич, Николай Владимирович","писатель, поэт","Лит. насл., 1948, т. 48, с. 415—427.",1948,письмо,односторонняя,В. Г. Белинскому. (1). Апр. 1837.,"","",1,Белинский В. Г.,1837,Q983724,Q192885
"Станкевич, Николай Владимирович","писатель, поэт, публицист, мыслитель","Лит. насл., 1950, т. 56, с. 100—101.",1950,отрывок,односторонняя,М. А. Бакунину. (1). 7 июня 1835.,"","",1,Бакунин М. А.,1835,Q983724,
"Станкевич, Николай Владимирович","писатель, поэт, публицист, мыслитель","Лит. насл., 1948, т. 55, с. 418—422.",1948,переписка,односторонняя,"В. Г. Белинскому. (2). Апр. 1837, 20 окт. 1838.","","",2,Белинский В. Г.,1837|1838,,
"Станкевич, Николай Владимирович","писатель, поэт, публицист, мыслитель","Лит. насл., 1950, т. 56, с. 128.",1950,отрывок,односторонняя,Т. Н. Грановскому. (1). 25 июня 1839.,"","",1,Грановский Т. Н.,1839,Q983724,Q555693
"Станкевич, Николай Владимирович","писатель, поэт, публицист, мыслитель","Станкевич А. Т. Н. Грановский. М., 1869, с. 67—68.",1869,письмо,односторонняя,Московским друзьям. (1). 17 окт. 1837.,"","",1,Московские друзья ,17|1837,,
