 source_id;source_full;pages;source_year_begin;source_year_end;place
3574;Лит. насл., 1934, т. 16—18, с. 688, 699, 700, 702—704.;688, 699, 700, 702-704;1934;1934;
3575;Рус. ст., 1894, № 11, с. 116.;116;1894;1894;
3576;Лит. насл., 1952, т. 58, с. 834—836.;834-836;1952;1952;
3577;Отчет имп. Публ. б-ки за 1893 г. Пб., 1896, прилож., с. 1—65.;1-65;1896;1896;Пб.
3578;Молва, 1832, № 88,14 окт., с. 332.;332;1832;1832;
3579;Рус. обозр., 1894, № 4, с. 856—866.;856-866;1894;1894;
3580;Рус. архив, 1895, № 5, с. 115—116.;115-116;1895;1895;
3581;Ст. и новизна, 1901, № 4, с. 135—186.;135-186;1901;1901;
3582;"Переписка Я. К. Грота с П. А. Плетневым, т. II. Пб., 1896, с. 896, 897, 915, 943, 950—952, 958—959, 960—965; т. III. Пб., 1896, с. 718, 719, 721, 722, 727—729, 733, 734, 738, 739, 741, 742, 746, 747, 756, 757, 769, 776—786.";718, 719, 721, 722, 727-729, 733, 734, 738, 739, 741, 742, 746, 747, 756, 757, 769, 776-786;1896;1896;Пб.
3583;Рус. ст., 1904, № 2, с 426—427.;;1904;1904;
3584;Рус. ст., 1902, № 3, с. 593—594.;593-594;1902;1902;
3585;Чаадаев П. Я. Сочинения и письма, т. I. М., «Путь», 1913, с. 404, 423.;404, 423;1913;1913;М., «Путь»
3586;Лит. насл., 1934, т. 16— 18, с. 740—750.;740-750;1934;1934;
3587;Виноградов А. К. Мериме в письмах к Соболевскому. М., Моск. худож. изд-во, 1928, с. 242—249.;242-249;1928;1928;М., Моск. худож. изд-во
3588;Барсуков Н. Жизнь и труды М. П. Погодина, т. X. Пб., 1896, с. 147.;147;1896;1896;Пб.
3589;Гоголь. Материалы и исследования. Т. I. М.—Л., АН СССР, 1936, с. 195.;195;1936;1936;М.-Л., АН СССР
3590;Рус. ст., 1910, № 6, с. 633—634.;633-634;1910;1910;
3591;Рус. ст., 1898, № 1, с. 89.;89;1898;1898;
3592;Рус. ст., 1890, № 9, с. 627—630.;627-630;1890;1890;
3593;"Переписка Я. К. Грота с П. А. Плетневым; т. III. Пб., 1896, с. 722—723.";722-723;1896;1896;Пб.
3594;Рус. архив, 1906, № 6, с. 272—274.;272-274;1906;1906;
3595;Рус. архив, 1909, № 5, с. 84—94.;84-94;1909;1909;
3596;Голос мин., 1915, № 11, с. 257—258.;257-258;1915;1915;
3597;Совр. мир, 1911, № 5, с. 145—168.;145-168;1911;1911;
3598;Каторга и ссылка, 1933, № 11, с. 125—130.;125-130;1933;1933;
3599;Историко-литературный сборник. Посвящается В. И. Срезневскому. Л., Отд. рус. яз. и словесн., 1924, с. 237—238.;237-238;1924;1924;Л., Отд. рус. яз. и словесн.
3600;Памяти В. А. Гольцева. М., Н. Н. Клочков, 1910, с. 166—188.;166-188;1910;1910;М., Н. Н. Клочков
3601;Архив В. А. Гольцева, т. I. М., «Кн-во писателей в М.», 1914, с. 254—292.;254-292;1914;1914;М., «Кн-во писателей в М.»
3602;Каторга и ссылка, 1933, № 11, с. 131—133.;131-133;1933;1933;
3603;Голос мин., 1915, № 1, с. 218—219.;218-219;1915;1915;
3604;Былое, 1924, № 25, с. 102—103.;102-103;1924;1924;
3605;Рус. вед., 1909, № 12, 16 янв., с. 2—3.;2-3;1909;1909;
3606;Историко-литературный сборник. Посвящается В. И. Срезневскому. Л., Отд. рус. яз. и словесн., 1924, с. 215—237.;215-237;1924;1924;Л., Отд. рус. яз. и словесн.
3607;Голос мин., 1915, № 11, с. 267.;267;1915;1915;
3608;Шелгунова Л. П. Из далекого прошлого. Пб., 1901, 239 с.;;1901;1901;Пб.
3609;"Мир божий, 1898, № 11, с. 1—27; № 12, с. 58—83. (Частично вошли в кн. Л. П. Шелгуновой «Из далекого прошлого»).";58-83;1898;1898;
3610;Уч. зап. Новгородского пед. ин-та, 1957, т. II, вып. 2. с. 47.;47;1957;1957;
3611;Голос мин., 1918, № 4—6, с. 230.;230;1918;1918;
3612;Михайловский Н. К. Литературные воспоминания и современная смута, т. I. Пб., «Рус. богатство», 1900, с. 103.;103;1900;1900;Пб., «Рус. богатство»
3613;Рус. мысль, 1910, № 3, отд. II, с. 20.;20;1910;1910;
3614;Былое, 1906, № 10, с. 94—95.;94-95;1906;1906;
3615;Рус. мысль, 1910, № 3, отд. II, с. 14.;14;1910;1910;
3616;Вест. Евр., 1911, № 4, с. 224—242.;224-242;1911;1911;
3617;Рус. мысль, 1910, № 3, отд. II, с. 5, 6, 13, 14, 21, 22.;5, 6, 13, 14, 21, 22;1910;1910;
3618;Волынский А. Л. Русские критики. Пб., 1896, с. 480.;480;1896;1896;Пб.
3619;Рус. ст., 1908, № 11, с. 403—407.;403-407;1908;1908;
3620;Голос мин., 1915, № 9, с. 49.;49;1915;1915;
3621;"Пушкин А. С. Полное собрание сочинений, т. X III. М.—Л., АН СССР, 1931, с. 75—76; . XIV. М.—Л., АН СССР, 1941, с. 231.";231;1931;1941;М.-Л., АН СССР
3622;Шадури В. Друг Пушкина А. А. Шишков и его роман о Грузии. Тбилиси, «Заря Востока», 1951, с. 327—381.;327-381;1951;1951;Тбилиси, «Заря Востока»
3623;Пушкин. М., 1936, с. 482—487. (Летописи Гослитмузея, № 1).;482-487;1936;1936;М.
3624;Речи и отчет, произнесенные в торжественном собрании Лазаревского института восточных языков по случаю совершившегося пятидесятилетия. М., 1865, отд. II (прилож.), с. 9.;9;1865;1865;М.
3625;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 95—97, 172—174, 177, 180, 181, 182—188, 205, 206, 240—244.;95-97, 172-174, 177, 180, 181, 182-188, 205, 206, 240-244;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3626;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 431—432.;431-432;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3627;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II. с. 415—417.;415-417;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3628;Багалей Д. И. Опыт истории Харьковского университета (по неизданным материалам), т. II. Харьков, 1904, с. 172—175.;172-175;1904;1904;Харьков
3629;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 434—438.;434-438;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3630;Шадури В. Друг Пушкина А. А. Шишков и его роман о Грузии. Тбилиси, «Заря Востока», 1951, с. 331—334, 363—365.;331-334, 363-365;1951;1951;Тбилиси, «Заря Востока»
3631;Дубровин Н. Письма главнейших деятелей в царствование имп. Александра I. (С 1807 по 1829 год). Пб., 1883, с. 460.;460;1883;1883;Пб.
3632;Pуc. ст., 1897, № 11, с. 380—381.;380-381;1897;1897;
3633;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 439—441.;439-441;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3634;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 430—431.;430-431;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3635;Рус. ст., 1901, № 8, с. 361.;361;1901;1901;
3636;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. т. II, с. 400—401.;400-401;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3637;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 432—434.;432-434;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3638;Шадури В. Друг Пушкина А. А. Шишков и его роман о Грузии, Тбилиси, «Заря Востока», 1951, с. 327—330, 334—336.;327-330, 334-336;1951;1951;Тбилиси, «Заря Востока»
3639;Рус. ст., 1892, № 8, с. 540.;540;1892;1892;
3640;Шадури В. Друг Пушкина А. А. Шишков и его роман о Грузии. Тбилиси, «Заря Востока», 1951, с. 341—342.;341-342;1951;1951;Тбилиси, «Заря Востока»
3641;Рус. ст., 1892, № 4, с. 110.;110;1892;1892;
3642;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. I, с. 142—146, 238—247; Т. II, с. 130—131, 164—166, 172, 225—235, 245, 264—268.";130-131, 164-166, 172, 225-235, 245, 264-268;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3643;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 336.;336;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3644;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 431.;431;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3645;Письма к Вячеславу Ганке из славянских земель. Варшава, 1905, с. 1192— 1208.;1192- 1208;1905;1905;Варшава
3646;Сухомлинов М. И. История Российской академии, т. VII. Пб., 1885, с. 233—234.;233-234;1885;1885;Пб.
3647;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 388—393.;388-393;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3648;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 423—428.;423-428;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3649;Науч. бюлл. Ленингр. ун-та, 1946, № 11—12, с. 7—12.;7-12;1946;1946;Л.
3650;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 428—429.;428-429;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3651;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 405.;405;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3652;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 438—439.;438-439;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3653;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. I, с. 313—419.;313-419;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3654;Рус. ст., 1896, № 4, с. 33—38.;33-38;1896;1896;
3655;Онисимова. Стихи бедной девицы, слепой дочери деревенского пономаря. Пб., 1838, с. 3—4.;3-4;1838;1838;Пб.
3656;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 420—421.;420-421;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3657;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 381—388.;381-388;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3658;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 235—236.;235-236;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3659;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 397—398.;397-398;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3660;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 365—366.;365-366;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
3661;Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 370—380.;370-380;1870;1870;Berlin - Прага, Н. Киселев и Ю. Самарии
